Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
637e6e7f185054e970030bc1,629f6b8c65fcae219e245284,APPROVED,2022-11-23T19:03:31.481000Z,2022-11-23T19:11:05.673000Z,2022-11-23T19:32:13.547000,2022-11-23T19:11:06.089855Z,455,C2TJMYKC,391,English,29,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Unemployed (and job seeking)
637e6e7fbc20184c85d82c3f,5fbfe145e52a44000a9c2966,APPROVED,2022-11-23T19:11:43.608000Z,2022-11-23T19:29:25.113000Z,2022-11-23T19:32:13.762000,2022-11-23T19:29:25.554636Z,1062,C2TJMYKC,455,"English, Spanish",32,Male,White,Spain,Spain,Spain,Spanish,No,Unemployed (and job seeking)
637e6e7fe8ad124e61b3259b,62e1581acad06eee3b6509dc,APPROVED,2022-11-23T19:03:32.976000Z,2022-11-23T19:09:40.509000Z,2022-11-23T19:32:13.964000,2022-11-23T19:09:40.894482Z,368,C2TJMYKC,348,English,23,Male,Asian,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
637e6e7fec35bf50b7075c23,60b6c415dbda3236ea22455a,APPROVED,2022-11-23T19:03:36.844000Z,2022-11-23T19:13:24.216000Z,2022-11-23T19:32:14.158000,2022-11-23T19:13:24.623130Z,588,C2TJMYKC,371,"English, Turkish",31,Female,White,Turkey,Spain,Turkey,Turkish,Yes,Part-Time
637e6e8030dfc837c298a08f,5bc4784e85214800017d8c1a,APPROVED,2022-11-23T19:03:29.918000Z,2022-11-23T19:13:22.961000Z,2022-11-23T19:32:14.346000,2022-11-23T19:13:23.302696Z,594,C2TJMYKC,729,"Hungarian, English",32,Male,White,Hungary,Hungary,Hungary,Hungarian,No,Unemployed (and job seeking)
637e6e803123ab934a2f4fd7,55b2d3f2fdf99b525bc839aa,APPROVED,2022-11-23T19:03:30.163000Z,2022-11-23T19:17:49.478000Z,2022-11-23T19:32:14.536000,2022-11-23T19:17:49.867934Z,860,C2TJMYKC,1321,"English, Spanish",35,Male,DATA_EXPIRED,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
637e6e810d53bccdf3075c2f,6346f29c47d00fd118ae60ba,APPROVED,2022-11-23T19:03:36.467000Z,2022-11-23T19:08:35.875000Z,2022-11-23T19:32:14.749000,2022-11-23T19:08:36.241409Z,300,C2TJMYKC,87,English,33,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
637e6e8116e296210ec1c941,6176966806de000024ed0ddf,APPROVED,2022-11-23T19:03:34.930000Z,2022-11-23T19:13:08.592000Z,2022-11-23T19:32:14.950000,2022-11-23T19:13:09.009914Z,574,C2TJMYKC,320,"English, French, Italian, Polish, Spanish",26,Female,White,Poland,Poland,Poland,Polish,No,Part-Time
637e6e81c5438b22aa6fb169,60869b8c748fdf54a5065c29,APPROVED,2022-11-23T19:12:43.367000Z,2022-11-23T19:19:25.194000Z,2022-11-23T19:32:15.156000,2022-11-23T19:19:25.852463Z,402,C2TJMYKC,224,"Polish, English",19,Male,White,Poland,Poland,Poland,Polish,Yes,Full-Time
637e6e821f81c26497e37a7f,595bd5c85ae9a80001ce3426,APPROVED,2022-11-23T19:04:35.463000Z,2022-11-23T19:14:31.383000Z,2022-11-23T19:32:15.364000,2022-11-23T19:14:31.763577Z,596,C2TJMYKC,175,"English, Spanish",32,Male,Mixed,Mexico,Mexico,Mexico,Spanish,No,Unemployed (and job seeking)
637e6e8272642f7c5e910c81,59f604fc9618dc0001d33ccd,APPROVED,2022-11-23T19:03:46.239000Z,2022-11-23T19:10:08.953000Z,2022-11-23T19:32:15.563000,2022-11-23T19:10:09.382478Z,383,C2TJMYKC,73,English,24,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
